"line","section_name","section_artist","song_name","artist_name","song_id"
"It's certain tragedy","Verse 1","Saves the Day","Certain Tragedy","Saves the Day",1522254
"So, it's on into the lonely nights and all the rest of it","Chorus","Saves the Day","Certain Tragedy","Saves the Day",1522254
"The empty space between me and the sunken walls","Chorus","Saves the Day","Certain Tragedy","Saves the Day",1522254
"And feeling someone's hand around my neck","Chorus","Saves the Day","Certain Tragedy","Saves the Day",1522254
"Choking away the life that I have left","Chorus","Saves the Day","Certain Tragedy","Saves the Day",1522254
"And I can finally see that the further I go","Verse 2","Saves the Day","Certain Tragedy","Saves the Day",1522254
"I'm only treading ground I don't want to know","Verse 2","Saves the Day","Certain Tragedy","Saves the Day",1522254
"I'll probably hang upside down","Verse 2","Saves the Day","Certain Tragedy","Saves the Day",1522254
"From wooden rafters in my home","Verse 2","Saves the Day","Certain Tragedy","Saves the Day",1522254
"And look at old photos of you","Verse 2","Saves the Day","Certain Tragedy","Saves the Day",1522254
"So, it's on into the lonely nights and all the rest of it","Chorus","Saves the Day","Certain Tragedy","Saves the Day",1522254
"The empty space between me and the sunken walls","Chorus","Saves the Day","Certain Tragedy","Saves the Day",1522254
"And feeling someone's hand around my neck","Chorus","Saves the Day","Certain Tragedy","Saves the Day",1522254
"Choking away the life that I have left","Chorus","Saves the Day","Certain Tragedy","Saves the Day",1522254
"I miss the warmth of the summer","Hook","Saves the Day","Certain Tragedy","Saves the Day",1522254
"When we were on our own","Hook","Saves the Day","Certain Tragedy","Saves the Day",1522254
"But now it's winter and my bones are cold","Hook","Saves the Day","Certain Tragedy","Saves the Day",1522254
"And now I finally see that the further we go","Verse 3","Saves the Day","Certain Tragedy","Saves the Day",1522254
"We're only treading ground that we already know","Verse 3","Saves the Day","Certain Tragedy","Saves the Day",1522254
"I could write you a song","Verse 3","Saves the Day","Certain Tragedy","Saves the Day",1522254
"Send you a note","Verse 3","Saves the Day","Certain Tragedy","Saves the Day",1522254
"Or empty out your trash","Verse 3","Saves the Day","Certain Tragedy","Saves the Day",1522254
"And buy a bucket full of diamonds","Verse 3","Saves the Day","Certain Tragedy","Saves the Day",1522254
"But even the most beautiful of all roses","Verse 3","Saves the Day","Certain Tragedy","Saves the Day",1522254
"Must someday crumble to dust and fade away","Verse 3","Saves the Day","Certain Tragedy","Saves the Day",1522254
"It's certain tragedy","Verse 3","Saves the Day","Certain Tragedy","Saves the Day",1522254
"Where do we go from here?","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Together for seven years","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Pull a polaroid from the lawn","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"You in your red dress before it was torn","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Was it all a waste of time","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"What if we never met that night","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Would you be the same inside?","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"I wanna make it work","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"I wanna get it right","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Yeah!","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Criss-crossed power lines","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Strung over the billboard sky","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Ocean's burned to dust","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"And shadows from bombs above","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Is it all a waste of time","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"We are born, we give in, and then we die","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Think of all the ways we've tried","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"We want to make it work","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"We want to get it right","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Yeah!","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Yeah!","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"What if we never met that night?","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Would you be the same inside?","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"When you think of it","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Do you start to cry?","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"You want to make it work","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"You want to get it right","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Yeah","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Is it all a waste of time","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"We are born we give in and we die","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Think of all the ways we try","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"We want to make it work","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"We want to get it right","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Yeah!","Where do we go from here?","Saves the Day","Chameleon","Saves the Day",1203612
"Its been so long since I had a smile","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"I've stayed sad for such a long while","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"If you can cheer me up I could learn to love you","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"You kiss me now and I turn away","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"I think I'm still kissing yesterday","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"If you can cheer me up I could learn to love you","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"So love me, and cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Show me you're the one who can make me happy","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"So love me, and cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Show me you're the one who can make me happy","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Come on and Cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"I don't want to spend the rest of my days dreaming yesterday's daydreams, no","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Out with the bad and in with the good","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"You feel my heart girl, you're knocking on wood","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"If you can cheer me up I could learn to love you","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"So generous, I'm being kind","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"With selfishness in the back of my mind","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"If you can cheer me up I could learn to love you","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"So love me, and cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Show me you're the one who can make me happy","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"So love me, and cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Show me you're the one who can make me happy","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Come on and Cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"I don't want to spend the rest of my days dreaming yesterday's daydreams","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Don't want to spend the rest of my days giving yesterday's promises","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Its been so long since I had a smile","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"I've stayed sad for such a long while","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"If you can cheer me up I could learn to love you","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"No more giving my mind away","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Tomorrow's love will be yesterday","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"If you can cheer me up I could learn to love you","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"So love me, and cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Show me you're the one who can make me happy","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"So love me, and cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Show me you're the one who can make me happy","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Come on and Cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"I don't want to spend the rest of my days dreaming yesterday's daydreams","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Don't want to spend the rest of my days giving yesterday's promises","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Don't want to spend the rest of my days living yesterday","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Don't want to spend the rest of my days singing yesterday's love songs","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"Come on and Cheer me up","Its been so long since I had a smile","Saves the Day","Cheer","Saves the Day",1633063
"I wanna move the town to the Clash City Rockers","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"You need a little jump of electrical shockers","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"You better leave town if you only wanna knock us","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Nothing stands the pressure of the Clash City Rockers","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"You see the rate they come down the escalator","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Now listen to the tube train accelerator","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Then you realize that you got to have a purpose","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Or this place is gonna knock you out sooner or later","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"So don't complain","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"About your useless employment","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Jack it in forever tonight","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"So shut your mouth","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"And pretend you enjoy it","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Think of all the money you've got ...","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"And I wanna liquify everybody gone dry","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Or plug into the aerials that poke up in the sky","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Or burn down the suburbs with the half-closed eyes","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"You won't succeed unless you try","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"So don't complain","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"About your useless employment","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Jack it in forever tonight","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"So shut your mouth","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"And pretend you enjoy it","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Think of all the money you've got ...","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"You owe me a move say the bells of St. groove","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Come on and show me say the bells of old Bowie","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"When I am fitter say the bells of Gary Glitter","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"No one but you and I say the bells of prince far-I","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"No one but you and I say the bells of prince far-I","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"Rock rock Clash City Rockers","I wanna move the town to the Clash City Rockers","Saves the Day","Clash City Rockers","Saves the Day",1081176
"The dimly lit walkways and avenues","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"Beneath bridges lead me through dreamy days","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"It's into the dark every time","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"Its no wonder I lost my mind and my memory","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"But I wouldn't have it any other way","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"Wander weary along the empty streets","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"And I don't mind my broken legs","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"I walk myself home beneath the stars","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"Strolling along the ocean shore and I wish for tidal waves","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"To carry me out to sea to an island that's all for me","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"To fade away","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"But I wouldn't have it any other way","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"Oh with no one there to tell me how to be","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"I'll grow my hair down to my knees","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"I befriend coconut trees","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"The breeze- breathing through the island heat","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"Evaporating in the sun","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"Is my number one priority","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"But I wouldn't have it any other way","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"No I wouldn't have it any other way","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"I wouldn't have it any other way","The dimly lit walkways and avenues","Saves the Day","Coconut","Saves the Day",1067472
"Three years and now I feel like completeness has set in","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"'cause it's something to keep time with time","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"And I know it's not true that I can't keep on like this","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"'cause I know I feel right","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"And I don't think I miss a thing","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"And I remember when I heard that song sing","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"If the world doesn't understand, then the world has to learn","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"And maybe it's true, but they don't have to","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"When ten million people all believe in the same thing","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"How could they be wrong, and what is sometimes?","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"What's this weight on my head? but I know I feel right","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"So how could I be wrong?","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"And I don't think I miss a thing","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"And I remember when I heard that song sing","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"If the world doesn't understand, then the world has to learn","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"And maybe it's true, but they don't have to","Three years and now I feel like completeness has set in","Saves the Day","Collision","Saves the Day",1229829
"When you walk out on the street","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"It is always quite important to look both ways","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"Before crossing","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"And i once knew a boy","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"Whose mother never taught him well","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"He stepped off the curb and got knocked down by a suburban","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"He spent fours days in a coma","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"His mom and dad stood over his hospital bed","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"The nurse brought in a plastic bag for his shit","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"The neurologist did a few tests","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"And on the fifth day he died","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"His sister didn't even cry","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"And i guess she didn't love him anyways","When you walk out on the street","Saves the Day","Dance in the Glare of Headlights","Saves the Day",1355030
"Playing shows and writing songs could've been much more than","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"You can get out of sitting around and being unproductive","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"There's a lot more than being like the other kids","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"At least I have something to do with myself","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"Did you ever notice how sometimes you take for granted what you need","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"Like having friends and good times and never losing touch?","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"But I guess you found something else to hold on to","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"Like a girl or money or being bitter to the end","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"I'd like to think of the days when we didn't have to","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"And everything that ever meant some to you?","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"You only thought you had to circle so far","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"And then come back down to sacrifice this one last thing","Playing shows and writing songs could've been much more than","Saves the Day","Dave Feels Right","Saves the Day",1573142
"(I.) Somehow You Love Me","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"My heart is gone, it drove to the shore","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Swam out in the night, way out past the lines","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I heard that now it lives in the South","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Of West Central Spain, drinking off the pain","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Cause inside I'm broke, I'm cracked, I'm alone","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"No hope for a change, no way to erase","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"The world would be better without me","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"So how could this be, somehow you love me?","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"(II.) Fucked Up Past the Point of Fixing","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Stepped out to see the stars fall alone on the neighbor's lawn","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I held my hand up, my head down, waiting to hear your call","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I thought I saw your headlights in the dark driving by our house","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I'm going out my mind","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I'm giving up the fight this time","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Love me or let go","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"No longer care if I die alone","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Whole world is waiting, watching to see when you're gonna fall","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"10,000 faces staring, your back is against the wall","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Fucked up past the point of fixing, so tell me what went wrong","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I'm going out my mind","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I'm giving up the fight this time","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Love me or let go","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"No longer care if I die alone","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Cause in the darkness of my mind I used to dream of suicide","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I'm gonna pull myself out before I die","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I'm going out my mind","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I'm giving up the fight this time","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Love me or let go","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"No longer care if I die alone","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"(III.) 8 AM","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Now it's 8 in the morning","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Up all night just walking around","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I'm hiding out here under the window","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"By the sink where we used to laugh all day long","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I wait 'til I see you walking","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"From the bedroom down to the kitchen","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Fingering your hair into curls while talking","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"On the phone resting on your collarbone","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Here I come again, head is hanging low","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"You put down the phone, take me in your arms","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"And I'm all alone with you, my love","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Did you hear me coming?","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Running over the words I said last night","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"While wishing I never saw your eyes swell up","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"With tears dripping down your thighs","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I can't let it go, I'm lost inside","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I can get so low, seems like there's no up","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"And I'm all alone so take me in your arms","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Knowing I'm the one","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"(IV.) Zig Zag","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I turn around to say, ""How could you still love me?""","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Sun is shining, lighting up your face","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"You stare off into space, not knowing what to say","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Searching for the words to set things straight","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"So I say, ""I'm a zig zag, sideways upside down, out of my mind","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"What's the point of living if we're all just born to die?""","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"You say, ""Why, why ask why?""","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I say, ""I get fucked up.""","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"You say, ""Delusional.""","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Somehow will you still open your arms?","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"""Come with me."" you say, we step outside to face the sun","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Yesterday I dreamed that it would all burn down to dust","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"(V.) Daybreak","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Take a breath, turn around","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"See the sun come through the clouds","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"The light alive in your eyes","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Standing here by your side","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Arm in arm under the sky","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I know I want to hold on","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"The letters left on the lawn","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"The shadows crawling the wall","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"The mirror shatters and falls","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"I've been lost for so long","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"No more will to carry on","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"So dark and dead and diseased","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
"Nothing left in the end","(I.) Somehow You Love Me","Saves the Day","Daybreak","Saves the Day",875206
